sample_id,chart_id,chart_kind,question_type,operation,question,status,failure_stage,semantic_targets,detected_x_labels,selected_targets,y_axis_ticks,geometry_values,numeric_answer,reasoning,geometry_prediction,gold,tolerance,geometry_correct,raw_vlm_correct,fallback_correct
5318,900f4be0bc5404c3203d5fd8b06c5b905b50137991a0f0a79b8ef9f409d4a10a,line,single_choice,direct,What was the approximate value of branded formulation exports in 3QFY23?,success,,"[""3QFY23""]","[""3QFY23""]","[{""both_sides"": 1, ""chart_type"": ""line"", ""fit_mode"": ""two_sided_piecewise_robust"", ""fitted_segments"": [{""inlier_count"": 26, ""median_residual"": 1.4210854715202004e-14, ""side"": ""all"", ""slope"": 1.857985269170437e-15, ""target_y"": 118.49999999999999, ""x_max"": 883.0, ""x_min"": 858.0}, {""inlier_count"": 13, ""median_residual"": 1.4210854715202004e-14, ""side"": ""left"", ""slope"": 1.940300671564763e-15, ""target_y"": 118.5, ""x_max"": 870.0, ""x_min"": 858.0}, {""inlier_count"": 13, ""median_residual"": 2.842170943040401e-14, ""side"": ""right"", ""slope"": 6.467980820756063e-15, ""target_y"": 118.49999999999999, ""x_max"": 883.0, ""x_min"": 871.0}], ""local_columns"": 26, ""local_fit_residual_pixels"": 1.4210854715202004e-14, ""method"": ""auto_x_local_line_fit"", ""point"": [870.5, 118.5], ""score"": 0.9999999999999858, ""search_window"": [858.0, 883.0], ""target_x"": 870.5, ""target_y"": 118.5, ""window_half_width"": 12.24}]","[{""bbox"": [23.0, 22.0, 80.0, 48.0], ""confidence"": 0.9999420642852783, ""pixel_y"": 35.0, ""text"": ""1800"", ""value"": 1800.0}, {""bbox"": [22.0, 63.0, 80.0, 90.0], ""confidence"": 0.9988909363746643, ""pixel_y"": 76.5, ""text"": ""1600"", ""value"": 1600.0}, {""bbox"": [22.0, 105.0, 80.0, 133.0], ""confidence"": 0.6447919882548724, ""pixel_y"": 119.0, ""text"": ""1400"", ""value"": 1400.0}, {""bbox"": [22.0, 146.0, 80.0, 174.0], ""confidence"": 0.9999687075614929, ""pixel_y"": 160.0, ""text"": ""1200"", ""value"": 1200.0}, {""bbox"": [22.0, 188.0, 80.0, 216.0], ""confidence"": 0.9994428753852844, ""pixel_y"": 202.0, ""text"": ""1000"", ""value"": 1000.0}, {""bbox"": [34.0, 230.0, 80.0, 258.0], ""confidence"": 0.9998178899079452, ""pixel_y"": 244.0, ""text"": ""800"", ""value"": 800.0}, {""bbox"": [34.0, 271.0, 80.0, 299.0], ""confidence"": 0.9989440848348057, ""pixel_y"": 285.0, ""text"": ""600"", ""value"": 600.0}, {""bbox"": [34.0, 314.0, 80.0, 341.0], ""confidence"": 0.9999814171339712, ""pixel_y"": 327.5, ""text"": ""400"", ""value"": 400.0}, {""bbox"": [34.0, 356.0, 80.0, 382.0], ""confidence"": 0.9999410855913192, ""pixel_y"": 369.0, ""text"": ""200"", ""value"": 200.0}]",[1399.9971315061027],1399.9971315061027,"{""executor"": ""python"", ""formula"": ""direct"", ""numeric_answer"": 1399.9971315061027, ""option_values"": [[""A"", 1050.0, ""1050""], [""B"", 1250.0, ""1250""], [""C"", 1450.0, ""1450""], [""D"", 1350.0, ""1350""]], ""selected_option"": ""D""}",D,B,,0,0,0
5326,5adcc52d12a76950b0ef7a7e916430cc2266f803e3c1ea00b50d523b142a8626,line,numerical,growth_rate,Calculate the approximate percentage increase in sales from FY14 to FY15.,x_grounding_unrecoverable | x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,5.5,2.0,0,0,0
5356,249ecdf214bf7cc20479c176fdb17a6de18a3cd1f58f507012c1923882bed14d,bar,single_choice,direct,What was the EBITDA margin in Dec-21?,bar_count_out_of_scope,bar_chart_analysis,[],[],[],[],[],,{},,A,,0,1,1
5410,71519bed5b9d3c0655e414c5224e441c0e2331aca455a6a947fcdcc8c9d408ea,line,single_choice,direct,What was the target price for Malaysia Airports set around January 2023?,x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,C,,0,0,0
5466,a3658a926f147abfd2d04da35c6f54893c89886746075500a96a6acd546d4b88,bar,single_choice,direct,In which year did the percentage of the population aged 0-14 years decline the most compared to the previous data point?,direct_data_value_or_numeric_annotation_present,bar_chart_analysis,[],[],[],[],[],,{},,B,,0,0,0
5476,a222b2cffa63cb9235023744934a38018a6bfd632133c87399a8745fd433ec2a,bar,single_choice,direct,"In FY16, what was the percentage of raw materials used?",direct_data_value_or_numeric_annotation_present,bar_chart_analysis,[],[],[],[],[],,{},,A,,0,1,1
5564,856d3252315b65f7c790a5f7ee2b97a398657d5ac9e5f98408e3f3e46de00ee8,line,single_choice,direct,What is the P/E ratio at Oct-21 as shown in the chart?,ambiguous_series,x_grounding_or_line_fit,[],[],[],[],[],,{},,B,,0,0,0
5625,26c660e0f75ef60083de5884918ad314eaf1816436772577fe9ca0c1fd327724,bar,single_choice,direct,What is the gross margin for food wholesale in FY24F?,success,,"[""FY24F""]",[],"[{""bar_id"": ""bar_00"", ""bbox"": [195, 338, 68, 120]}]","[{""bbox"": [23.0, 82.0, 107.0, 109.0], ""confidence"": 0.6633547628743733, ""pixel_y"": 95.5, ""text"": ""10.00%"", ""value"": 10.0}, {""bbox"": [34.0, 142.0, 107.0, 170.0], ""confidence"": 0.923755665238844, ""pixel_y"": 156.0, ""text"": ""9.75%"", ""value"": 9.75}, {""bbox"": [34.0, 202.0, 107.0, 230.0], ""confidence"": 0.9552915603492985, ""pixel_y"": 216.0, ""text"": ""9.50%"", ""value"": 9.5}, {""bbox"": [34.0, 324.0, 107.0, 352.0], ""confidence"": 0.9702525195323334, ""pixel_y"": 338.0, ""text"": ""9.00%"", ""value"": 9.0}, {""bbox"": [34.0, 444.0, 107.0, 472.0], ""confidence"": 0.9362397687020257, ""pixel_y"": 458.0, ""text"": ""8.50%"", ""value"": 8.5}]",[8.99734760791099],8.99734760791099,"{""executor"": ""python"", ""formula"": ""direct"", ""numeric_answer"": 8.99734760791099, ""option_values"": [[""A"", 8.5, ""8.50%""], [""B"", 9.0, ""9.00%""], [""C"", 9.5, ""9.50%""], [""D"", 10.0, ""10.00%""]], ""selected_option"": ""B""}",B,B,,1,1,1
5696,5d63854e08db9c3cb6464ecb13aaaf14a643bb0b2f41c8da5bfa46cd27541569,bar,single_choice,direct,What was the PAT growth in FY21?,direct_data_value_or_numeric_annotation_present,bar_chart_analysis,[],[],[],[],[],,{},,B,,0,1,1
5829,05b7c2ef37de71cd935f050e3da5c6a841b78bf3caa7062ce1778287cae8ec0e,line,single_choice,direct,What was the closing price of Sime Darby Plantations around January 2022?,x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,B,,0,0,0
5993,c36fa311ce255c5b32283cc94759db7bd943682d2fa6c3a433b6bd1f16aac27f,line,single_choice,direct,What was the non-interest income year-on-year growth in 1Q21?,x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,A,,0,0,0
6103,e58179a212a2ee2d81c3640b1d112438110b2cf18b3fd3332f9f069366c6448a,line,single_choice,direct,What was the approximate PP spread value in January 2019?,success,,"[""January2019""]","[""Jan-19-""]","[{""both_sides"": 0, ""chart_type"": ""line"", ""fit_mode"": ""global_robust"", ""fitted_segments"": [{""inlier_count"": 22, ""median_residual"": 1.546489504066031, ""side"": ""all"", ""slope"": 0.5988298346886772, ""target_y"": 225.9361533815493, ""x_max"": 131.0, ""x_min"": 110.0}], ""local_columns"": 22, ""local_fit_residual_pixels"": 1.546489504066031, ""method"": ""auto_x_local_line_fit"", ""point"": [109.5, 225.9361533815493], ""score"": 0.3926974756437362, ""search_window"": [106.0, 131.0], ""target_x"": 109.5, ""target_y"": 225.9361533815493, ""window_half_width"": 21.36}]","[{""bbox"": [25.0, 82.0, 94.0, 112.0], ""confidence"": 0.9998683716124025, ""pixel_y"": 97.0, ""text"": ""1,000"", ""value"": 1000.0}, {""bbox"": [42.0, 116.0, 94.0, 146.0], ""confidence"": 0.9995911876356058, ""pixel_y"": 131.0, ""text"": ""900"", ""value"": 900.0}, {""bbox"": [44.0, 153.0, 94.0, 182.0], ""confidence"": 0.9998589778511846, ""pixel_y"": 167.5, ""text"": ""800"", ""value"": 800.0}, {""bbox"": [44.0, 186.0, 94.0, 218.0], ""confidence"": 0.6490175127983093, ""pixel_y"": 202.0, ""text"": ""700"", ""value"": 700.0}, {""bbox"": [42.0, 222.0, 94.0, 253.0], ""confidence"": 0.98733313994105, ""pixel_y"": 237.5, ""text"": ""600"", ""value"": 600.0}, {""bbox"": [44.0, 257.0, 94.0, 288.0], ""confidence"": 0.9970036638531364, ""pixel_y"": 272.5, ""text"": ""500"", ""value"": 500.0}, {""bbox"": [46.0, 295.0, 94.0, 323.0], ""confidence"": 0.9999876802429084, ""pixel_y"": 309.0, ""text"": ""400"", ""value"": 400.0}, {""bbox"": [42.0, 329.0, 94.0, 358.0], ""confidence"": 0.9999800406272169, ""pixel_y"": 343.5, ""text"": ""300"", ""value"": 300.0}, {""bbox"": [44.0, 364.0, 94.0, 394.0], ""confidence"": 0.9996615926130563, ""pixel_y"": 379.0, ""text"": ""200"", ""value"": 200.0}, {""bbox"": [46.0, 402.0, 94.0, 430.0], ""confidence"": 0.9998022669135114, ""pixel_y"": 416.0, ""text"": ""100"", ""value"": 100.0}, {""bbox"": [72.0, 439.0, 93.0, 463.0], ""confidence"": 0.9999984502798362, ""pixel_y"": 451.0, ""text"": ""0"", ""value"": 0.0}]",[633.5434487615823],633.5434487615823,"{""executor"": ""python"", ""formula"": ""direct"", ""numeric_answer"": 633.5434487615823, ""option_values"": [[""A"", 700.0, ""700 USD/ton""], [""B"", 600.0, ""600 USD/ton""], [""C"", 500.0, ""500 USD/ton""], [""D"", 400.0, ""400 USD/ton""]], ""selected_option"": ""B""}",B,B,,1,1,1
6139,8adf45fda32cbf813617e08b31ead44581f972870e9255955fb0d8289bf972c5,bar,single_choice,direct,What is the percentage of the Agri sector in FY22?,bar_count_out_of_scope,bar_chart_analysis,[],[],[],[],[],,{},,A,,0,1,1
6242,76c604900979b60a500739523ae98a901fcf1f0e4c41d1cc9a4051ffd78a0403,line,single_choice,direct,What is the approximate value of global gold ETF holdings in 2010?,success,,"[""2010""]","[""2010-""]","[{""both_sides"": 1, ""chart_type"": ""line"", ""fit_mode"": ""two_sided_piecewise_robust"", ""fitted_segments"": [{""inlier_count"": 47, ""median_residual"": 0.7595718813535939, ""side"": ""all"", ""slope"": -0.22785284129415662, ""target_y"": 426.2920290432724, ""x_max"": 300.0, ""x_min"": 251.0}, {""inlier_count"": 25, ""median_residual"": 0.8582090464327052, ""side"": ""left"", ""slope"": -0.37049287106030304, ""target_y"": 423.93197686878193, ""x_max"": 275.0, ""x_min"": 251.0}, {""inlier_count"": 25, ""median_residual"": 0.5342459543824134, ""side"": ""right"", ""slope"": -0.1313395795375037, ""target_y"": 424.8625949032262, ""x_max"": 300.0, ""x_min"": 276.0}], ""local_columns"": 50, ""local_fit_residual_pixels"": 0.5342459543824134, ""method"": ""auto_x_local_line_fit"", ""point"": [275.5, 424.39728588600406], ""score"": 0.6517859780849377, ""search_window"": [251.0, 300.0], ""target_x"": 275.5, ""target_y"": 424.39728588600406, ""window_half_width"": 23.759999999999998}]","[{""bbox"": [17.0, 75.0, 97.0, 111.0], ""confidence"": 0.9368706605252238, ""pixel_y"": 93.0, ""text"": ""1,200"", ""value"": 1200.0}, {""bbox"": [17.0, 144.0, 97.0, 182.0], ""confidence"": 0.9458580452795405, ""pixel_y"": 163.0, ""text"": ""1,000"", ""value"": 1000.0}, {""bbox"": [39.0, 215.0, 96.0, 248.0], ""confidence"": 0.9996775594256738, ""pixel_y"": 231.5, ""text"": ""800"", ""value"": 800.0}, {""bbox"": [41.0, 284.0, 96.0, 317.0], ""confidence"": 0.999798206316789, ""pixel_y"": 300.5, ""text"": ""600"", ""value"": 600.0}, {""bbox"": [41.0, 354.0, 96.0, 386.0], ""confidence"": 0.9999645549437236, ""pixel_y"": 370.0, ""text"": ""400"", ""value"": 400.0}, {""bbox"": [39.0, 425.0, 96.0, 456.0], ""confidence"": 0.8732523322105408, ""pixel_y"": 440.5, ""text"": ""200"", ""value"": 200.0}]",[244.4511049139753],244.4511049139753,"{""executor"": ""python"", ""formula"": ""direct"", ""numeric_answer"": 244.4511049139753, ""option_values"": [[""A"", 100000000.0, ""Around 100 million oz""], [""B"", 200000000.0, ""Around 200 million oz""], [""C"", 300000000.0, ""Around 300 million oz""], [""D"", 400000000.0, ""Around 400 million oz""]], ""selected_option"": ""A""}",A,D,,0,1,0
6362,20abec205aa7e9cdb50b1e5ad0cf17066bf159010829d8c492f80b4e59b738ac,line,single_choice,direct,What is the value of the net credit charge in 1Q20?,success,,"[""1Q20""]","[""1Q20-""]","[{""both_sides"": 1, ""chart_type"": ""line"", ""fit_mode"": ""global_robust_side_disagreement"", ""fitted_segments"": [{""inlier_count"": 91, ""median_residual"": 42.5327081387133, ""side"": ""all"", ""slope"": -2.3080596119173546, ""target_y"": 252.65445729444372, ""x_max"": 648.0, ""x_min"": 556.0}], ""local_columns"": 93, ""local_fit_residual_pixels"": 42.5327081387133, ""method"": ""auto_x_local_line_fit"", ""point"": [602.0, 252.65445729444372], ""score"": 0.02297123341864201, ""search_window"": [556.0, 648.0], ""target_x"": 602.0, ""target_y"": 252.65445729444372, ""window_half_width"": 45.12}]","[{""bbox"": [32.0, 30.0, 95.0, 68.0], ""confidence"": 0.7285184264183044, ""pixel_y"": 49.0, ""text"": ""160"", ""value"": 160.0}, {""bbox"": [32.0, 80.0, 97.0, 116.0], ""confidence"": 0.999999449395897, ""pixel_y"": 98.0, ""text"": ""140"", ""value"": 140.0}, {""bbox"": [32.0, 128.0, 95.0, 166.0], ""confidence"": 0.9999966963759913, ""pixel_y"": 147.0, ""text"": ""120"", ""value"": 120.0}, {""bbox"": [32.0, 176.0, 95.0, 214.0], ""confidence"": 0.9999352693557739, ""pixel_y"": 195.0, ""text"": ""100"", ""value"": 100.0}, {""bbox"": [48.0, 224.0, 95.0, 262.0], ""confidence"": 0.9999851643415568, ""pixel_y"": 243.0, ""text"": ""80"", ""value"": 80.0}, {""bbox"": [48.0, 272.0, 95.0, 310.0], ""confidence"": 0.9139206762790341, ""pixel_y"": 291.0, ""text"": ""60"", ""value"": 60.0}, {""bbox"": [49.0, 321.0, 95.0, 358.0], ""confidence"": 0.9999978926582248, ""pixel_y"": 339.5, ""text"": ""40"", ""value"": 40.0}, {""bbox"": [48.0, 369.0, 95.0, 406.0], ""confidence"": 0.9991683588165593, ""pixel_y"": 387.5, ""text"": ""20"", ""value"": 20.0}, {""bbox"": [70.0, 420.0, 94.0, 453.0], ""confidence"": 0.9999983310706426, ""pixel_y"": 436.5, ""text"": ""0"", ""value"": 0.0}]",[75.98141049495922],75.98141049495922,"{""executor"": ""python"", ""formula"": ""direct"", ""numeric_answer"": 75.98141049495922, ""option_values"": [[""A"", 120000000000.0, ""120 bps""], [""B"", 50000000000.0, ""50 bps""], [""C"", 80000000000.0, ""80 bps""], [""D"", 100000000000.0, ""100 bps""]], ""selected_option"": ""B""}",B,D,,0,0,0
6517,44f1ce670942e9c5acbe8c334d6fbf641b758ae3ab0829ac66c74f11e339fee0,line,numerical,growth_rate,What is the approximate percentage change in the closing price of Axis Bank stock from July 2021 to January 2024?,x_grounding_unrecoverable | x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,20,3.0,0,0,0
6547,9fec0658b454e71dfe44e91b83f4475bfe19488ef81ed31b00b480cadd4bd27d,line,numerical,direct,What is the approximate volume in January 2015?,success,,"[""January2015""]","[""Jan-15""]","[{""both_sides"": 1, ""chart_type"": ""line"", ""fit_mode"": ""two_sided_piecewise_robust"", ""fitted_segments"": [{""inlier_count"": 20, ""median_residual"": 0.2960503226577771, ""side"": ""all"", ""slope"": -0.0582013323217143, ""target_y"": 181.12144632569263, ""x_max"": 332.0, ""x_min"": 304.0}, {""inlier_count"": 12, ""median_residual"": 0.14883055698135195, ""side"": ""left"", ""slope"": -0.05888005990631216, ""target_y"": 180.97219037726242, ""x_max"": 318.0, ""x_min"": 304.0}, {""inlier_count"": 15, ""median_residual"": 0.46805184056520943, ""side"": ""right"", ""slope"": -0.3802064907803347, ""target_y"": 185.0305297299292, ""x_max"": 332.0, ""x_min"": 318.0}], ""local_columns"": 29, ""local_fit_residual_pixels"": 0.14883055698135195, ""method"": ""auto_x_local_line_fit"", ""point"": [318.0, 183.00136005359582], ""score"": 0.8704503844566803, ""search_window"": [304.0, 332.0], ""target_x"": 318.0, ""target_y"": 183.00136005359582, ""window_half_width"": 13.44}]","[{""bbox"": [40.0, 5.0, 58.0, 23.0], ""confidence"": 0.9998265279788094, ""pixel_y"": 14.0, ""text"": ""30"", ""value"": 30.0}, {""bbox"": [39.0, 43.0, 58.0, 66.0], ""confidence"": 0.999917730342936, ""pixel_y"": 54.5, ""text"": ""25"", ""value"": 25.0}, {""bbox"": [39.0, 83.0, 60.0, 108.0], ""confidence"": 0.9996952918841857, ""pixel_y"": 95.5, ""text"": ""20"", ""value"": 20.0}, {""bbox"": [40.0, 123.0, 60.0, 143.0], ""confidence"": 0.8648267632749123, ""pixel_y"": 133.0, ""text"": ""15"", ""value"": 15.0}, {""bbox"": [40.0, 163.0, 58.0, 181.0], ""confidence"": 0.9997807591338959, ""pixel_y"": 172.0, ""text"": ""10"", ""value"": 10.0}, {""bbox"": [48.0, 206.0, 57.0, 219.0], ""confidence"": 0.918314204099957, ""pixel_y"": 212.5, ""text"": ""5"", ""value"": 5.0}]",[8.714302341826606],8.714302341826606,"{""executor"": ""python"", ""formula"": ""direct"", ""numeric_answer"": 8.714302341826606}",8.714302341826606,15,2.0,0,1,0
6564,a0b4e09e535cc4de2649f1b798a1694a81a030166962dd0b75f8ba4fd5e1bbab,line,single_choice,direct,What was the approximate P/E ratio of Balkrishna Industries in January 2020?,x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,B,,0,1,1
6667,8102220c508d15f33e3a0b1e425eaa65e778634d2fd27b373f600cc6f7cfd986,line,numerical,growth_rate,What is the percentage increase of domestic brands from 2021 to 2023?,success | line_localization_failed,x_grounding_or_line_fit,[],[],[],[],[],,{},,10,3.0,0,0,0
6693,707a5e507c7099946304bc926f93484ddcb442741edb2fb7a04811f66a552eb0,line,single_choice,direct,What was the approximate value of the spread in January 2024?,success,,"[""January2024""]","[""Jan-24""]","[{""both_sides"": 0, ""chart_type"": ""line"", ""fit_mode"": ""global_robust"", ""fitted_segments"": [{""inlier_count"": 39, ""median_residual"": 2.337870509698405, ""side"": ""all"", ""slope"": 0.9789595515357044, ""target_y"": 323.6992396240871, ""x_max"": 968.0, ""x_min"": 926.0}], ""local_columns"": 43, ""local_fit_residual_pixels"": 2.337870509698405, ""method"": ""auto_x_local_line_fit"", ""point"": [966.0, 323.6992396240871], ""score"": 0.2995922091927873, ""search_window"": [926.0, 1006.0], ""target_x"": 966.0, ""target_y"": 323.6992396240871, ""window_half_width"": 39.839999999999996}]","[{""bbox"": [40.0, 107.0, 97.0, 145.0], ""confidence"": 0.8400714993476868, ""pixel_y"": 126.0, ""text"": ""4.5"", ""value"": 4.5}, {""bbox"": [40.0, 171.0, 95.0, 207.0], ""confidence"": 0.999954919423543, ""pixel_y"": 189.0, ""text"": ""4.0"", ""value"": 4.0}, {""bbox"": [38.0, 233.0, 95.0, 271.0], ""confidence"": 0.9231308102607727, ""pixel_y"": 252.0, ""text"": ""3.5"", ""value"": 3.5}, {""bbox"": [38.0, 297.0, 95.0, 334.0], ""confidence"": 0.9999918097681595, ""pixel_y"": 315.5, ""text"": ""3.0"", ""value"": 3.0}, {""bbox"": [38.0, 360.0, 97.0, 396.0], ""confidence"": 0.5533235669136047, ""pixel_y"": 378.0, ""text"": ""2.5"", ""value"": 2.5}, {""bbox"": [38.0, 422.0, 97.0, 460.0], ""confidence"": 0.9876570701599121, ""pixel_y"": 441.0, ""text"": ""2.0"", ""value"": 2.0}, {""bbox"": [41.0, 485.0, 97.0, 523.0], ""confidence"": 0.9957012281773713, ""pixel_y"": 504.0, ""text"": ""1.5"", ""value"": 1.5}, {""bbox"": [41.0, 549.0, 97.0, 585.0], ""confidence"": 0.5046541690826416, ""pixel_y"": 567.0, ""text"": ""1.0"", ""value"": 1.0}, {""bbox"": [38.0, 611.0, 97.0, 649.0], ""confidence"": 0.9994816780090332, ""pixel_y"": 630.0, ""text"": ""0.5"", ""value"": 0.5}]",[2.9314560085702484],2.9314560085702484,"{""executor"": ""python"", ""formula"": ""direct"", ""numeric_answer"": 2.9314560085702484, ""option_values"": [[""A"", 3.5, ""3.5""], [""B"", 3.0, ""3.0""], [""C"", 4.0, ""4.0""], [""D"", 2.5, ""2.5""]], ""selected_option"": ""B""}",B,B,,1,1,1
6718,ffbe6d856bf148b7b4d11982cbd50f7be88e26b7801c5407d8ef57c3f152e52f,line,single_choice,direct,What was the approximate price of spodumene concentrate in April 2019?,success,,"[""April2019""]","[""Apr-19""]","[{""both_sides"": 1, ""chart_type"": ""line"", ""fit_mode"": ""two_sided_piecewise_robust"", ""fitted_segments"": [{""inlier_count"": 40, ""median_residual"": 0.3477187103851236, ""side"": ""all"", ""slope"": 0.08692967759628446, ""target_y"": 495.2334820536684, ""x_max"": 191.0, ""x_min"": 152.0}, {""inlier_count"": 20, ""median_residual"": 0.140718492669464, ""side"": ""left"", ""slope"": 0.07035924633471902, ""target_y"": 495.1665611388903, ""x_max"": 171.0, ""x_min"": 152.0}, {""inlier_count"": 20, ""median_residual"": 0.31385553262552435, ""side"": ""right"", ""slope"": 0.17763448968956905, ""target_y"": 494.23216508078923, ""x_max"": 191.0, ""x_min"": 172.0}], ""local_columns"": 40, ""local_fit_residual_pixels"": 0.140718492669464, ""method"": ""auto_x_local_line_fit"", ""point"": [171.5, 494.69936310983974], ""score"": 0.8766404738997785, ""search_window"": [152.0, 191.0], ""target_x"": 171.5, ""target_y"": 494.69936310983974, ""window_half_width"": 19.439999999999998}]","[{""bbox"": [25.0, 97.0, 105.0, 134.0], ""confidence"": 0.9997891483567222, ""pixel_y"": 115.5, ""text"": ""6,000"", ""value"": 6000.0}, {""bbox"": [24.0, 168.0, 105.0, 204.0], ""confidence"": 0.999893055422909, ""pixel_y"": 186.0, ""text"": ""5,000"", ""value"": 5000.0}, {""bbox"": [24.0, 240.0, 105.0, 276.0], ""confidence"": 0.8162730634650597, ""pixel_y"": 258.0, ""text"": ""4,000"", ""value"": 4000.0}, {""bbox"": [25.0, 312.0, 105.0, 348.0], ""confidence"": 0.9999060637087933, ""pixel_y"": 330.0, ""text"": ""3,000"", ""value"": 3000.0}, {""bbox"": [25.0, 385.0, 104.0, 418.0], ""confidence"": 0.9998920424817764, ""pixel_y"": 401.5, ""text"": ""2,000"", ""value"": 2000.0}, {""bbox"": [25.0, 454.0, 105.0, 491.0], ""confidence"": 0.9996418423119341, ""pixel_y"": 472.5, ""text"": ""1,000"", ""value"": 1000.0}, {""bbox"": [79.0, 529.0, 104.0, 558.0], ""confidence"": 0.9999967813517721, ""pixel_y"": 543.5, ""text"": ""0"", ""value"": 0.0}]",[688.805055723049],688.805055723049,"{""executor"": ""python"", ""formula"": ""direct"", ""numeric_answer"": 688.805055723049, ""option_values"": [[""A"", 500.0, ""USD 500""], [""B"", 700.0, ""USD 700""], [""C"", 900.0, ""USD 900""], [""D"", 1100.0, ""USD 1,100""]], ""selected_option"": ""B""}",B,B,,1,1,1
6746,26263f62288d31d429be4433be3afa3b21dd208549f33a4266d12d423780e409,line,single_choice,direct,What is the approximate value of the P/EV ratio in April 2020?,success,,"[""April2020""]",[null],"[{""both_sides"": 1, ""chart_type"": ""line"", ""fit_mode"": ""two_sided_piecewise_robust"", ""fitted_segments"": [{""inlier_count"": 113, ""median_residual"": 0.1520716595983913, ""side"": ""all"", ""slope"": -0.003526591100813253, ""target_y"": 199.61636492470265, ""x_max"": 591.0, ""x_min"": 478.0}, {""inlier_count"": 57, ""median_residual"": 0.20648459076753056, ""side"": ""left"", ""slope"": -0.016102011372476435, ""target_y"": 199.219881254088, ""x_max"": 534.0, ""x_min"": 478.0}, {""inlier_count"": 55, ""median_residual"": 0.06146235222237806, ""side"": ""right"", ""slope"": -0.0043029124691251475, ""target_y"": 199.6835574935338, ""x_max"": 591.0, ""x_min"": 535.0}], ""local_columns"": 114, ""local_fit_residual_pixels"": 0.06146235222237806, ""method"": ""auto_x_local_line_fit"", ""point"": [534.625, 199.4517193738109], ""score"": 0.9420965311735319, ""search_window"": [478.0, 591.0], ""target_x"": 534.625, ""target_y"": 199.4517193738109, ""window_half_width"": 56.32}]","[{""bbox"": [25.0, 78.0, 69.0, 106.0], ""confidence"": 0.8244104385375977, ""pixel_y"": 92.0, ""text"": ""2.9"", ""value"": 2.9}, {""bbox"": [25.0, 146.0, 69.0, 176.0], ""confidence"": 0.8769025206565857, ""pixel_y"": 161.0, ""text"": ""2.5"", ""value"": 2.5}, {""bbox"": [25.0, 217.0, 66.0, 245.0], ""confidence"": 0.9699161648750305, ""pixel_y"": 231.0, ""text"": ""2.1"", ""value"": 2.1}, {""bbox"": [26.0, 286.0, 69.0, 314.0], ""confidence"": 0.9905906319618225, ""pixel_y"": 300.0, ""text"": ""1.7"", ""value"": 1.7}, {""bbox"": [26.0, 356.0, 69.0, 384.0], ""confidence"": 0.8459011912345886, ""pixel_y"": 370.0, ""text"": ""1.3"", ""value"": 1.3}]",[2.280420638432565],2.280420638432565,"{""executor"": ""python"", ""formula"": ""direct"", ""numeric_answer"": 2.280420638432565, ""option_values"": [[""A"", 1.5, ""1.5""], [""B"", 2.0, ""2.0""], [""C"", 2.5, ""2.5""], [""D"", 3.0, ""3.0""]], ""selected_option"": ""C""}",C,A,,0,1,0
6789,e150eb694f6cba64f636c70521d1c6b73ee0fea9d82b96388969c1fdeee612ec,line,numerical,growth_rate,Calculate the approximate percentage decrease in JD.com's closing price from July 2021 to March 2024.,x_grounding_unrecoverable | x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,71.4,5.0,0,0,0
6831,ddb7e37eb971c00b6cbfce252a45c9766fcc6d05f67a5628856a1e0459cb77fe,line,single_choice,direct,What is the closing price of Gland Pharma around the middle of 2023 (approximately July)?,x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,A,,0,1,1
